Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
35,36,53,Loamy,Ground Nuts,51,9,37,DAP
30,66,61,Loamy,Rice,20,25,17,MOP
20,63,42,Loamy,Soybean,53,41,37,NPK 10-26-26
23,49,51,Loamy,Cotton,33,29,50,NPK 10-26-26
36,50,39,Clayey,Cotton,6,22,25,Urea
38,67,42,Loamy,Sugarcane,7,29,34,Urea
33,62,31,Clayey,Barley,39,41,16,MOP
30,83,35,Clayey,Barley,45,35,11,MOP
34,40,28,Sandy,Ground Nuts,56,35,43,NPK 17-17-17
19,74,24,Black,Rice,4,12,35,NPK 10-26-26
28,45,62,Red,Tobacco,55,31,6,MOP
26,59,61,Loamy,Ground Nuts,9,13,0,NPK 20-20-20
28,47,76,Red,Wheat,42,24,33,NPK 10-26-26
23,77,58,Red,Maize,59,5,37,DAP
20,66,79,Red,Sugarcane,31,14,31,DAP
36,63,71,Clayey,Sugarcane,8,47,10,NPK 14-35-14
37,77,39,Black,Maize,42,27,7,MOP
19,48,58,Red,Millets,34,7,42,DAP
23,82,56,Loamy,Tobacco,3,7,37,NPK 10-26-26
32,83,44,Clayey,Millets,1,42,40,Urea
20,44,71,Red,Pulses,53,48,18,MOP
20,57,43,Black,Soybean,49,27,46,NPK 17-17-17
24,64,26,Sandy,Pulses,44,37,4,MOP
28,70,49,Loamy,Tobacco,60,34,58,NPK 17-17-17
18,73,48,Sandy,Pulses,53,52,26,NPK 10-26-26
35,56,27,Red,Maize,19,17,20,NPK 10-26-26
21,80,57,Loamy,Sugarcane,0,26,16,NPK 10-26-26
22,81,73,Loamy,Cotton,8,22,25,Urea
39,82,70,Black,Cotton,23,26,38,NPK 10-26-26
38,76,44,Clayey,Cotton,24,53,49,NPK 14-35-14
20,82,69,Red,Millets,19,6,28,NPK 10-26-26
23,74,24,Clayey,Tobacco,32,50,33,NPK 14-35-14
21,80,24,Clayey,Maize,44,9,53,DAP
40,65,35,Red,Rice,34,18,18,NPK 10-26-26
25,82,47,Red,Pulses,5,21,41,Urea
21,80,48,Red,Sugarcane,22,15,36,DAP
19,87,41,Red,Ground Nuts,37,12,34,DAP
18,38,44,Loamy,Rice,53,11,53,DAP
28,52,63,Black,Wheat,32,26,59,NPK 10-26-26
26,67,35,Clayey,Sugarcane,51,31,60,NPK 17-17-17
37,71,63,Loamy,Millets,30,18,57,DAP
19,57,72,Loamy,Sugarcane,13,17,0,NPK 20-20-20
29,39,21,Sandy,Sugarcane,5,24,27,Urea
31,37,72,Sandy,Cotton,23,25,28,NPK 10-26-26
36,55,25,Loamy,Soybean,50,57,14,MOP
34,35,79,Black,Cotton,24,19,32,DAP
18,75,24,Black,Rice,16,54,47,Urea
28,77,74,Clayey,Rice,9,52,37,Urea
22,70,21,Black,Ground Nuts,37,25,4,MOP
34,66,79,Clayey,Barley,14,48,20,Urea
27,68,70,Red,Ground Nuts,12,26,47,Urea
21,76,57,Sandy,Millets,16,4,21,NPK 10-26-26
25,67,16,Black,Rice,0,37,40,Urea
39,49,21,Sandy,Cotton,42,27,59,NPK 17-17-17
34,51,56,Black,Rice,9,48,34,Urea
24,39,33,Red,Maize,10,58,19,NPK 14-35-14
22,84,67,Black,Barley,37,1,31,DAP
35,37,30,Red,Tobacco,12,0,26,NPK 10-26-26
27,90,16,Black,Rice,34,45,44,NPK 14-35-14
31,85,78,Red,Sugarcane,39,33,4,MOP
20,61,52,Loamy,Tobacco,58,10,42,DAP
26,36,78,Black,Rice,5,49,24,Urea
28,40,65,Clayey,Soybean,34,3,23,DAP
37,50,66,Black,Maize,19,59,20,Urea
24,51,72,Black,Sugarcane,28,50,20,NPK 14-35-14
35,48,75,Black,Soybean,36,28,25,NPK 10-26-26
23,59,53,Black,Ground Nuts,3,11,10,NPK 20-20-20
20,79,68,Loamy,Rice,59,39,45,NPK 17-17-17
30,89,18,Clayey,Millets,8,8,19,NPK 20-20-20
31,85,31,Sandy,Ground Nuts,51,5,48,DAP
39,42,28,Sandy,Barley,58,37,54,NPK 17-17-17
40,43,48,Black,Millets,30,8,23,DAP
22,70,39,Clayey,Wheat,49,42,53,NPK 17-17-17
33,82,76,Clayey,Sugarcane,7,56,2,NPK 14-35-14
39,60,26,Loamy,Sugarcane,60,20,57,NPK 17-17-17
33,43,64,Red,Maize,26,28,11,MOP
20,89,37,Sandy,Soybean,8,12,4,NPK 20-20-20
20,85,32,Clayey,Cotton,9,49,6,NPK 14-35-14
23,65,38,Black,Maize,29,41,40,NPK 14-35-14
33,86,40,Clayey,Millets,53,46,13,MOP
38,69,70,Loamy,Tobacco,10,45,14,NPK 14-35-14
35,67,64,Sandy,Cotton,29,29,26,NPK 10-26-26
20,74,41,Sandy,Sugarcane,55,19,59,DAP
27,74,58,Loamy,Millets,56,5,45,DAP
37,76,17,Loamy,Maize,38,19,35,DAP
37,48,33,Red,Tobacco,5,50,41,Urea
31,69,53,Red,Tobacco,11,5,54,NPK 10-26-26
19,60,74,Clayey,Rice,21,32,18,MOP
34,64,17,Sandy,Maize,48,47,48,NPK 17-17-17
24,70,76,Sandy,Rice,0,58,20,Urea
34,64,31,Sandy,Wheat,31,47,16,MOP
23,44,36,Loamy,Barley,32,29,46,NPK 10-26-26
26,80,67,Loamy,Sugarcane,11,8,46,NPK 10-26-26
25,60,60,Red,Ground Nuts,25,9,38,DAP
33,79,30,Clayey,Tobacco,27,22,27,NPK 10-26-26
27,52,16,Black,Sugarcane,45,20,20,NPK 10-26-26
34,41,47,Sandy,Cotton,34,27,35,NPK 10-26-26
24,86,80,Black,Millets,54,24,35,NPK 10-26-26
36,47,31,Sandy,Cotton,48,14,49,DAP
28,80,76,Red,Tobacco,31,13,38,DAP
36,72,25,Clayey,Rice,50,1,43,DAP
30,43,27,Loamy,Millets,51,25,57,NPK 17-17-17
25,67,16,Red,Rice,53,20,25,NPK 10-26-26
39,63,35,Loamy,Ground Nuts,15,40,31,Urea
29,57,26,Loamy,Rice,34,34,0,MOP
22,63,75,Loamy,Soybean,60,39,15,MOP
31,85,58,Loamy,Millets,5,27,31,Urea
34,84,76,Red,Ground Nuts,25,46,21,NPK 14-35-14
26,75,62,Sandy,Maize,9,9,47,NPK 10-26-26
20,76,20,Clayey,Millets,15,0,39,NPK 10-26-26
39,37,70,Sandy,Millets,55,0,44,DAP
31,43,49,Loamy,Ground Nuts,4,11,24,NPK 10-26-26
30,61,16,Red,Cotton,33,32,24,NPK 10-26-26
40,84,32,Black,Wheat,36,50,47,NPK 14-35-14
18,64,45,Loamy,Ground Nuts,46,11,14,NPK 10-26-26
22,60,63,Loamy,Maize,48,46,33,NPK 10-26-26
25,36,39,Sandy,Tobacco,26,8,60,DAP
36,58,74,Black,Sugarcane,39,6,58,DAP
35,53,42,Sandy,Soybean,17,28,32,Urea
29,73,45,Clayey,Rice,13,44,10,NPK 14-35-14
40,38,25,Loamy,Maize,35,45,48,NPK 10-26-26
20,85,48,Black,Soybean,45,15,14,NPK 10-26-26
22,69,32,Red,Pulses,25,1,4,NPK 10-26-26
35,57,44,Loamy,Tobacco,52,31,28,NPK 10-26-26
28,73,23,Sandy,Pulses,8,18,2,NPK 20-20-20
35,56,57,Black,Tobacco,39,48,39,NPK 14-35-14
25,74,53,Clayey,Soybean,34,23,37,NPK 10-26-26
22,87,49,Red,Pulses,29,50,17,MOP
23,78,48,Sandy,Wheat,22,54,8,MOP
27,55,19,Red,Soybean,19,49,12,NPK 14-35-14
39,68,17,Black,Rice,21,50,1,MOP
35,79,53,Clayey,Sugarcane,52,39,10,MOP
19,49,76,Clayey,Millets,13,6,29,NPK 10-26-26
26,46,69,Black,Wheat,4,15,37,NPK 10-26-26
25,85,32,Loamy,Wheat,16,10,22,NPK 10-26-26
23,40,18,Black,Rice,28,25,58,NPK 10-26-26
38,66,50,Black,Pulses,50,22,54,NPK 17-17-17
20,46,27,Clayey,Maize,44,12,28,DAP
38,86,60,Loamy,Barley,6,4,2,NPK 20-20-20
40,70,29,Red,Millets,32,26,57,NPK 10-26-26
28,49,27,Loamy,Ground Nuts,38,6,9,NPK 10-26-26
18,80,25,Loamy,Rice,17,4,3,NPK 20-20-20
40,41,51,Black,Maize,23,53,51,NPK 14-35-14
31,54,69,Sandy,Ground Nuts,4,0,24,NPK 10-26-26
23,50,16,Sandy,Wheat,7,8,19,NPK 20-20-20
34,67,27,Sandy,Wheat,55,47,2,MOP
35,54,62,Red,Tobacco,8,39,21,Urea
37,61,61,Black,Wheat,59,13,55,DAP
26,38,42,Sandy,Barley,33,5,5,NPK 10-26-26
21,83,49,Sandy,Ground Nuts,0,30,0,NPK 10-26-26
25,85,37,Red,Barley,23,45,24,NPK 14-35-14
31,89,16,Red,Pulses,9,42,18,NPK 14-35-14
35,85,79,Sandy,Pulses,59,55,6,MOP
38,56,78,Clayey,Millets,60,37,19,MOP
23,64,23,Black,Cotton,9,34,57,Urea
26,54,66,Clayey,Millets,40,17,19,NPK 10-26-26
21,43,34,Loamy,Ground Nuts,31,28,33,NPK 10-26-26
38,49,28,Loamy,Wheat,14,8,23,NPK 10-26-26
39,80,70,Clayey,Soybean,32,59,7,MOP
23,70,76,Clayey,Wheat,17,56,42,Urea
38,76,31,Clayey,Cotton,22,8,58,DAP
27,63,70,Clayey,Sugarcane,15,50,2,NPK 14-35-14
32,78,19,Red,Sugarcane,16,44,51,Urea
38,46,17,Red,Cotton,28,28,55,NPK 10-26-26
25,85,28,Clayey,Cotton,6,12,34,NPK 10-26-26
37,65,69,Clayey,Cotton,20,56,31,NPK 14-35-14
36,49,34,Clayey,Cotton,43,43,58,NPK 17-17-17
31,55,66,Sandy,Tobacco,27,55,19,MOP
36,67,25,Sandy,Sugarcane,49,46,37,NPK 10-26-26
26,42,80,Black,Maize,39,16,15,NPK 10-26-26
27,72,48,Loamy,Sugarcane,27,50,46,NPK 14-35-14
21,52,69,Black,Cotton,10,28,13,NPK 10-26-26
35,39,32,Loamy,Cotton,36,34,48,NPK 10-26-26
26,56,64,Sandy,Pulses,7,47,29,Urea
32,73,65,Sandy,Cotton,33,4,18,NPK 10-26-26
31,58,30,Clayey,Cotton,34,29,42,NPK 10-26-26
28,43,46,Clayey,Maize,4,18,12,NPK 20-20-20
28,40,62,Sandy,Maize,56,5,29,DAP
23,41,42,Black,Rice,37,4,7,NPK 10-26-26
38,90,27,Loamy,Barley,58,10,57,DAP
34,54,77,Black,Rice,11,59,52,Urea
23,53,15,Clayey,Pulses,45,38,28,NPK 10-26-26
28,54,50,Loamy,Cotton,53,19,55,DAP
19,52,73,Loamy,Barley,27,49,28,NPK 14-35-14
30,76,17,Sandy,Cotton,57,49,46,NPK 17-17-17
37,54,46,Red,Pulses,19,7,5,NPK 20-20-20
28,83,51,Black,Sugarcane,22,11,44,DAP
24,60,80,Sandy,Soybean,48,28,60,NPK 17-17-17
32,87,40,Sandy,Ground Nuts,44,23,10,MOP
31,69,45,Black,Millets,15,11,23,NPK 10-26-26
19,86,32,Red,Maize,5,26,8,NPK 10-26-26
40,44,16,Red,Millets,45,17,10,NPK 10-26-26
33,64,47,Clayey,Rice,25,45,49,NPK 10-26-26
18,59,54,Red,Millets,31,7,30,DAP
36,72,38,Sandy,Rice,49,30,4,MOP
20,46,50,Black,Tobacco,49,52,45,NPK 14-35-14
26,88,52,Loamy,Barley,47,60,48,NPK 14-35-14
31,36,60,Loamy,Maize,38,50,26,NPK 14-35-14
39,78,38,Black,Tobacco,51,50,49,NPK 17-17-17
36,56,24,Loamy,Barley,29,27,56,NPK 10-26-26
35,58,25,Red,Soybean,24,23,15,MOP
20,85,48,Black,Maize,38,24,17,MOP
23,78,62,Clayey,Maize,23,6,8,NPK 10-26-26
30,62,15,Clayey,Millets,45,21,47,NPK 17-17-17
30,64,17,Loamy,Pulses,38,9,52,DAP
27,87,40,Loamy,Millets,28,50,32,NPK 14-35-14
22,85,20,Sandy,Ground Nuts,34,49,17,MOP
25,54,80,Loamy,Pulses,33,36,19,MOP
25,69,34,Black,Maize,14,14,35,NPK 10-26-26
31,85,19,Sandy,Soybean,18,41,36,Urea
25,36,65,Clayey,Millets,24,27,23,NPK 10-26-26
22,85,69,Black,Ground Nuts,13,55,44,Urea
28,48,30,Sandy,Cotton,38,47,34,NPK 14-35-14
23,51,34,Black,Wheat,24,52,35,NPK 14-35-14
31,90,73,Red,Millets,27,31,31,NPK 10-26-26
23,37,45,Red,Barley,16,60,41,Urea
29,86,58,Loamy,Soybean,22,56,57,NPK 10-26-26
25,82,78,Black,Wheat,51,46,1,MOP
31,49,26,Loamy,Sugarcane,13,17,51,NPK 10-26-26
32,43,29,Sandy,Maize,60,59,9,MOP
25,48,55,Red,Barley,35,21,6,MOP
20,58,73,Red,Cotton,57,29,15,MOP
18,59,76,Red,Rice,59,7,28,DAP
36,73,68,Clayey,Millets,21,2,7,NPK 10-26-26
22,57,55,Black,Barley,9,57,10,NPK 14-35-14
34,37,21,Black,Ground Nuts,20,18,42,DAP
26,54,58,Loamy,Millets,34,42,54,NPK 10-26-26
19,36,60,Black,Wheat,59,13,12,NPK 10-26-26
27,86,34,Black,Pulses,53,21,50,NPK 17-17-17
23,73,18,Clayey,Wheat,50,3,24,DAP
30,45,75,Red,Sugarcane,27,33,10,MOP
33,46,24,Clayey,Soybean,25,19,5,NPK 10-26-26
18,79,30,Sandy,Wheat,47,28,44,NPK 17-17-17
36,84,49,Clayey,Tobacco,23,26,45,NPK 10-26-26
38,40,24,Black,Rice,34,10,35,DAP
29,83,28,Clayey,Pulses,34,26,52,NPK 10-26-26
22,46,28,Black,Pulses,46,26,16,MOP
22,45,50,Loamy,Millets,16,11,0,NPK 20-20-20
24,35,20,Loamy,Sugarcane,5,54,60,Urea
25,82,51,Clayey,Millets,8,39,34,Urea
38,64,29,Loamy,Ground Nuts,36,10,3,NPK 10-26-26
25,43,76,Black,Ground Nuts,29,7,52,DAP
37,77,29,Black,Wheat,2,15,34,NPK 10-26-26
20,56,64,Clayey,Pulses,35,26,60,NPK 10-26-26
21,62,47,Loamy,Sugarcane,32,52,43,NPK 14-35-14
19,58,40,Clayey,Pulses,18,6,34,NPK 10-26-26
23,88,71,Clayey,Wheat,55,5,21,DAP
29,66,51,Red,Tobacco,27,12,45,DAP
18,60,78,Black,Tobacco,37,34,56,NPK 10-26-26
22,43,15,Sandy,Tobacco,43,26,1,MOP
38,69,37,Loamy,Pulses,24,53,57,NPK 10-26-26
38,46,34,Clayey,Pulses,23,15,55,DAP
29,48,74,Loamy,Wheat,5,9,19,NPK 20-20-20
22,62,74,Clayey,Ground Nuts,26,44,45,NPK 10-26-26
29,67,24,Sandy,Millets,45,30,0,MOP
33,69,25,Red,Pulses,55,46,48,NPK 17-17-17
28,74,17,Red,Soybean,21,39,29,NPK 10-26-26
28,80,48,Loamy,Soybean,38,30,52,NPK 10-26-26
19,52,56,Black,Pulses,2,9,40,NPK 10-26-26
27,50,53,Sandy,Barley,44,33,25,NPK 10-26-26
26,71,48,Sandy,Cotton,39,22,24,NPK 10-26-26
26,73,54,Black,Pulses,35,29,15,MOP
22,45,56,Red,Barley,12,5,27,NPK 10-26-26
20,47,45,Clayey,Cotton,1,7,32,NPK 10-26-26
19,80,79,Red,Tobacco,42,19,17,NPK 10-26-26
39,87,27,Red,Ground Nuts,11,2,50,NPK 10-26-26
38,87,30,Clayey,Pulses,31,16,39,DAP
20,69,48,Loamy,Millets,7,39,15,NPK 10-26-26
21,80,72,Clayey,Rice,53,33,1,MOP
21,44,42,Red,Maize,55,43,42,NPK 17-17-17
28,44,17,Clayey,Pulses,28,43,35,NPK 14-35-14
30,38,79,Loamy,Pulses,41,59,16,MOP
28,49,75,Clayey,Wheat,39,46,11,MOP
24,77,57,Loamy,Tobacco,19,2,8,NPK 20-20-20
19,65,37,Clayey,Tobacco,2,33,31,Urea
32,66,33,Sandy,Rice,60,59,34,NPK 10-26-26
18,78,57,Sandy,Rice,23,58,28,NPK 14-35-14
33,70,80,Sandy,Wheat,25,7,40,DAP
36,65,23,Sandy,Maize,11,8,18,NPK 20-20-20
25,61,77,Clayey,Rice,5,58,50,Urea
19,36,53,Clayey,Wheat,37,25,47,NPK 10-26-26
21,51,73,Sandy,Pulses,43,29,27,NPK 10-26-26
36,43,34,Black,Millets,60,4,43,DAP
29,43,29,Loamy,Pulses,27,33,42,NPK 10-26-26
35,82,29,Clayey,Pulses,52,36,24,NPK 10-26-26
25,37,19,Black,Maize,46,52,29,NPK 14-35-14
24,90,44,Clayey,Millets,55,22,7,MOP
21,36,38,Clayey,Soybean,57,15,57,DAP
23,88,18,Loamy,Cotton,30,11,58,DAP
26,65,41,Black,Maize,34,0,2,NPK 10-26-26
19,40,22,Clayey,Maize,58,41,45,NPK 17-17-17
21,85,59,Loamy,Millets,47,41,22,NPK 10-26-26
30,47,57,Black,Wheat,47,56,26,NPK 14-35-14
32,74,38,Sandy,Wheat,20,29,59,NPK 10-26-26
25,65,48,Red,Wheat,58,30,6,MOP
32,36,16,Sandy,Soybean,2,12,53,NPK 10-26-26
28,37,30,Red,Barley,22,12,42,DAP
24,79,21,Loamy,Wheat,50,18,8,NPK 10-26-26
31,79,76,Loamy,Tobacco,49,6,59,DAP
36,55,28,Black,Barley,60,9,2,NPK 10-26-26
32,44,18,Clayey,Wheat,26,46,35,NPK 14-35-14
24,60,67,Black,Rice,20,38,53,NPK 10-26-26
19,55,50,Sandy,Cotton,60,58,28,NPK 10-26-26
28,67,66,Red,Soybean,36,1,50,DAP
28,50,59,Loamy,Sugarcane,59,6,24,DAP
20,74,65,Clayey,Millets,50,10,58,DAP
23,78,17,Clayey,Cotton,7,48,57,Urea
30,65,77,Loamy,Tobacco,48,17,15,NPK 10-26-26
38,59,74,Loamy,Tobacco,30,53,56,NPK 10-26-26
40,55,80,Sandy,Sugarcane,58,17,2,NPK 10-26-26
18,53,46,Loamy,Millets,58,42,55,NPK 17-17-17
33,89,31,Sandy,Ground Nuts,45,30,59,NPK 17-17-17
19,71,77,Red,Wheat,47,1,29,DAP
22,55,48,Black,Wheat,17,6,22,NPK 10-26-26
24,41,73,Black,Maize,52,10,21,DAP
22,59,51,Black,Ground Nuts,5,46,8,NPK 14-35-14
33,61,33,Red,Rice,55,13,10,NPK 10-26-26
29,37,44,Clayey,Tobacco,54,11,26,DAP
38,38,41,Loamy,Cotton,52,51,1,MOP
33,44,80,Black,Tobacco,26,13,31,DAP
21,41,38,Black,Ground Nuts,48,9,34,DAP
33,87,38,Sandy,Rice,56,21,8,MOP
28,46,80,Sandy,Maize,5,24,16,NPK 10-26-26
28,36,68,Clayey,Sugarcane,1,51,31,Urea
29,50,24,Black,Barley,36,14,0,NPK 10-26-26
38,56,70,Black,Pulses,1,6,22,NPK 10-26-26
29,55,70,Sandy,Tobacco,8,11,24,NPK 10-26-26
29,51,66,Loamy,Ground Nuts,36,58,16,MOP
24,70,69,Red,Rice,7,20,56,Urea
25,82,50,Clayey,Ground Nuts,15,45,23,Urea
26,66,58,Loamy,Soybean,55,55,37,NPK 14-35-14
36,51,18,Black,Tobacco,37,54,44,NPK 14-35-14
18,67,62,Red,Ground Nuts,8,52,56,Urea
19,82,70,Black,Soybean,53,38,57,NPK 17-17-17
25,47,46,Black,Maize,33,23,56,NPK 10-26-26
27,53,27,Black,Barley,17,2,45,NPK 10-26-26
33,64,24,Clayey,Sugarcane,14,8,47,NPK 10-26-26
28,63,75,Loamy,Ground Nuts,32,6,42,DAP
36,89,63,Clayey,Sugarcane,33,11,59,DAP
34,90,64,Clayey,Ground Nuts,57,2,29,DAP
37,43,31,Clayey,Ground Nuts,11,54,40,Urea
40,85,78,Loamy,Rice,46,57,1,MOP
38,69,22,Sandy,Cotton,2,43,34,Urea
27,65,55,Loamy,Millets,59,43,60,NPK 17-17-17
38,82,18,Loamy,Maize,47,39,20,NPK 10-26-26
21,70,51,Loamy,Pulses,23,34,25,NPK 10-26-26
27,80,33,Sandy,Rice,13,58,15,NPK 14-35-14
30,66,19,Clayey,Tobacco,19,57,49,Urea
40,43,30,Black,Maize,2,40,8,NPK 10-26-26
31,66,36,Black,Soybean,31,0,4,NPK 10-26-26
21,76,72,Loamy,Rice,57,4,16,NPK 10-26-26
26,62,27,Red,Wheat,39,25,26,NPK 10-26-26
33,83,70,Sandy,Sugarcane,58,31,50,NPK 17-17-17
19,85,28,Black,Rice,20,30,35,NPK 10-26-26
25,65,62,Clayey,Pulses,46,25,38,NPK 10-26-26
21,76,42,Sandy,Millets,37,40,19,MOP
35,78,68,Loamy,Sugarcane,17,53,18,NPK 14-35-14
37,43,22,Sandy,Pulses,7,44,10,NPK 14-35-14
35,58,38,Black,Millets,13,46,47,Urea
28,45,56,Clayey,Millets,30,0,39,DAP
34,50,27,Black,Cotton,36,14,13,NPK 10-26-26
18,54,80,Clayey,Barley,53,33,7,MOP
31,36,67,Sandy,Millets,59,30,57,NPK 17-17-17
25,44,50,Sandy,Barley,24,2,58,DAP
30,58,75,Loamy,Barley,15,46,60,Urea
31,85,46,Black,Sugarcane,5,5,54,NPK 10-26-26
24,42,23,Sandy,Ground Nuts,2,44,11,NPK 14-35-14
39,42,64,Loamy,Rice,48,55,38,NPK 14-35-14
18,73,32,Red,Tobacco,57,32,58,NPK 17-17-17
32,80,49,Clayey,Wheat,50,27,15,MOP
28,80,27,Loamy,Ground Nuts,59,6,25,DAP
20,90,75,Sandy,Ground Nuts,4,35,17,NPK 10-26-26
23,84,21,Loamy,Soybean,13,46,16,NPK 14-35-14
18,90,17,Loamy,Maize,46,11,2,NPK 10-26-26
37,87,27,Red,Soybean,18,20,56,Urea
33,61,53,Clayey,Pulses,50,43,12,MOP
32,85,29,Loamy,Sugarcane,25,16,5,NPK 10-26-26
24,57,80,Clayey,Cotton,7,52,14,NPK 14-35-14
38,47,18,Black,Millets,15,55,18,NPK 14-35-14
22,59,51,Black,Tobacco,43,21,17,MOP
39,70,75,Sandy,Soybean,22,40,17,MOP
33,75,67,Red,Soybean,11,37,20,Urea
29,43,66,Black,Cotton,37,59,47,NPK 14-35-14
18,75,66,Red,Wheat,39,18,42,DAP
30,35,72,Clayey,Cotton,25,48,57,NPK 10-26-26
20,50,46,Black,Ground Nuts,59,33,40,NPK 17-17-17
29,39,61,Clayey,Sugarcane,49,34,20,NPK 10-26-26
40,82,39,Sandy,Ground Nuts,54,36,32,NPK 10-26-26
32,78,16,Clayey,Millets,32,16,1,NPK 10-26-26
31,64,53,Loamy,Soybean,14,13,31,NPK 10-26-26
37,54,50,Loamy,Millets,46,0,12,NPK 10-26-26
36,35,43,Loamy,Pulses,45,44,25,NPK 10-26-26
18,90,66,Clayey,Pulses,39,45,11,MOP
26,63,23,Black,Cotton,11,10,3,NPK 20-20-20
39,70,69,Sandy,Rice,50,58,20,NPK 14-35-14
26,75,69,Red,Maize,7,20,5,NPK 10-26-26
21,35,15,Red,Tobacco,42,10,54,DAP
33,49,35,Red,Wheat,17,10,38,NPK 10-26-26
24,53,45,Sandy,Sugarcane,14,10,54,NPK 10-26-26
37,36,61,Clayey,Barley,29,28,51,NPK 10-26-26
33,57,48,Sandy,Sugarcane,0,11,50,NPK 10-26-26
21,88,38,Loamy,Soybean,39,57,16,MOP
29,71,56,Red,Millets,22,10,57,DAP
27,64,66,Loamy,Rice,7,21,11,NPK 10-26-26
25,58,15,Red,Soybean,36,45,31,NPK 14-35-14
35,76,59,Sandy,Tobacco,54,55,23,NPK 14-35-14
24,64,36,Clayey,Wheat,60,38,53,NPK 17-17-17
28,68,62,Loamy,Rice,3,32,34,Urea
22,36,46,Clayey,Soybean,1,38,32,Urea
25,44,21,Clayey,Sugarcane,50,28,3,MOP
22,80,25,Clayey,Rice,11,10,55,NPK 10-26-26
32,69,51,Black,Wheat,53,59,15,MOP
37,69,31,Clayey,Barley,2,14,24,NPK 10-26-26
34,41,78,Black,Wheat,34,14,29,DAP
18,85,28,Loamy,Cotton,8,18,32,NPK 10-26-26
28,49,77,Red,Cotton,44,47,59,NPK 17-17-17
25,39,65,Sandy,Wheat,17,41,14,NPK 14-35-14
25,52,79,Sandy,Cotton,46,9,51,DAP
18,43,31,Loamy,Wheat,44,19,49,DAP
40,40,16,Clayey,Soybean,51,27,52,NPK 17-17-17
37,80,42,Clayey,Wheat,28,36,34,NPK 10-26-26
38,62,42,Sandy,Tobacco,49,9,33,DAP
18,85,60,Red,Rice,1,14,52,NPK 10-26-26
38,38,80,Black,Wheat,24,48,23,NPK 14-35-14
38,73,15,Loamy,Millets,17,34,20,Urea
23,70,63,Black,Soybean,33,26,21,NPK 10-26-26
39,61,61,Loamy,Rice,27,12,32,DAP
32,52,59,Red,Soybean,50,49,51,NPK 17-17-17
30,72,23,Loamy,Pulses,1,27,21,Urea
39,48,50,Loamy,Pulses,46,19,22,DAP
30,84,34,Black,Maize,49,9,42,DAP
36,40,27,Sandy,Cotton,54,30,35,NPK 10-26-26
31,47,40,Sandy,Soybean,39,1,37,DAP
37,45,69,Loamy,Millets,47,58,0,MOP
38,50,44,Black,Rice,26,53,21,NPK 14-35-14
31,65,31,Loamy,Soybean,34,47,19,MOP
27,62,17,Red,Soybean,2,31,24,Urea
36,70,76,Clayey,Pulses,30,33,50,NPK 10-26-26
36,76,47,Clayey,Tobacco,18,51,36,Urea
39,86,26,Black,Sugarcane,47,8,25,DAP
38,51,53,Loamy,Rice,52,29,8,MOP
18,40,25,Sandy,Sugarcane,48,6,13,NPK 10-26-26
27,60,39,Clayey,Millets,16,36,34,Urea
26,45,32,Sandy,Barley,31,42,43,NPK 10-26-26
25,47,55,Clayey,Cotton,17,41,20,Urea
29,41,79,Red,Tobacco,42,44,30,NPK 14-35-14
20,39,60,Sandy,Maize,35,34,50,NPK 10-26-26
34,72,57,Black,Pulses,29,29,5,MOP
34,78,29,Black,Rice,2,24,15,NPK 10-26-26
26,89,38,Black,Maize,25,3,13,NPK 10-26-26
33,40,80,Red,Maize,17,17,19,NPK 20-20-20
34,78,18,Sandy,Tobacco,49,50,57,NPK 17-17-17
19,74,76,Red,Tobacco,3,0,28,NPK 10-26-26
29,90,70,Sandy,Maize,32,55,45,NPK 14-35-14
20,59,46,Clayey,Cotton,16,28,18,NPK 10-26-26
34,68,57,Red,Tobacco,33,19,42,DAP
33,74,71,Clayey,Pulses,25,42,25,NPK 14-35-14
35,77,78,Red,Millets,30,38,19,MOP
32,51,54,Red,Wheat,40,56,50,NPK 14-35-14
30,65,80,Loamy,Maize,46,60,4,MOP
32,77,21,Loamy,Soybean,30,4,17,NPK 10-26-26
18,54,75,Loamy,Rice,25,39,30,NPK 10-26-26
30,60,62,Clayey,Wheat,58,25,24,NPK 10-26-26
40,86,29,Loamy,Millets,16,41,33,Urea
40,73,63,Sandy,Cotton,0,5,51,NPK 10-26-26
18,46,25,Loamy,Barley,31,53,14,MOP
37,87,26,Loamy,Rice,4,59,48,Urea
39,40,50,Sandy,Maize,35,43,21,NPK 14-35-14
29,90,61,Sandy,Pulses,0,49,49,Urea
23,56,40,Loamy,Rice,22,59,38,NPK 14-35-14
28,67,62,Black,Tobacco,23,20,26,NPK 10-26-26
27,88,33,Sandy,Maize,45,50,40,NPK 14-35-14
20,61,61,Black,Ground Nuts,14,31,10,NPK 10-26-26
31,88,72,Clayey,Maize,47,31,48,NPK 17-17-17
27,57,55,Sandy,Tobacco,23,12,27,DAP
34,37,44,Clayey,Cotton,12,13,52,NPK 10-26-26
38,50,20,Sandy,Pulses,22,24,18,MOP
35,57,75,Clayey,Pulses,45,46,23,NPK 14-35-14
30,38,33,Loamy,Sugarcane,24,21,55,NPK 10-26-26
20,65,20,Black,Maize,16,34,38,Urea
35,88,74,Clayey,Millets,51,60,37,NPK 14-35-14
